roadtype,loadkg,axles,climate,temperature,avg_speed,tire_age,wear_level,optimal_psi,failure_flag
mountain,15780,2,dry,13,76,0.52,high,107.96,1
highway,24328,2,cold,12,63,3.87,medium,118.11,1
highway,25773,2,rainy,21,45,2.63,high,117.33,1
mountain,18506,3,dry,33,40,2.74,medium,104.52,0
urban,19229,2,dry,19,77,1.96,medium,112.4,1
highway,20270,2,rainy,33,66,3.0,low,113.47,0
mountain,10366,3,cold,28,50,2.95,medium,98.06,0
urban,22093,3,cold,36,50,2.88,low,105.95,0
urban,21094,3,dry,9,66,1.37,medium,105.35,0
mountain,22876,3,dry,37,85,2.32,high,108.02,1
mountain,13184,2,dry,30,88,1.9,high,105.45,0
urban,11112,4,rainy,7,52,2.36,low,94.13,0
highway,18448,3,cold,30,73,0.15,high,101.74,0
mountain,12652,2,dry,19,45,0.58,medium,104.9,0
mountain,13200,2,rainy,21,78,2.82,low,106.94,0
urban,12505,4,cold,22,45,2.1,low,94.95,0
urban,12258,3,rainy,37,49,0.8,low,97.73,0
highway,17060,3,cold,23,83,1.48,medium,102.88,0
urban,20014,3,cold,37,89,0.54,low,105.79,0
highway,16231,4,dry,5,79,1.59,low,98.38,0
highway,20462,4,dry,38,62,0.13,low,100.84,0
mountain,18814,3,cold,21,72,1.63,medium,105.87,0
highway,20555,2,dry,38,71,1.04,low,114.1,0
mountain,16177,2,dry,20,80,0.89,low,110.72,0
highway,22699,3,cold,30,76,2.27,low,107.41,0
highway,25729,2,rainy,22,67,2.2,low,120.17,0
urban,18154,4,dry,20,41,1.39,low,98.29,0
urban,18386,4,cold,37,61,2.46,low,99.49,0
urban,13076,3,rainy,30,40,2.68,low,97.95,0
highway,23560,4,cold,23,80,3.21,low,103.27,0
highway,11492,2,cold,31,50,1.32,low,101.83,0
mountain,17912,4,dry,29,86,1.87,medium,102.07,0
urban,20436,4,dry,13,83,3.88,low,101.29,0
urban,18394,4,dry,8,60,0.77,low,99.02,0
mountain,12457,4,cold,23,64,0.93,low,97.69,0
mountain,19585,2,cold,13,63,1.15,medium,114.2,1
highway,15250,2,dry,33,57,2.84,high,104.84,1
highway,25505,3,cold,27,62,3.25,medium,109.14,1
mountain,22004,2,dry,26,82,0.17,medium,118.18,1
urban,17468,4,dry,19,88,3.82,low,99.72,0
urban,14472,2,rainy,36,48,2.51,low,105.55,0
urban,17023,2,cold,23,70,0.54,high,107.42,1
urban,25737,2,cold,9,77,0.36,medium,120.39,1
highway,11737,4,rainy,36,80,0.82,medium,96.08,0
highway,11802,4,dry,27,44,1.9,high,92.54,0
urban,21754,3,rainy,6,65,0.59,low,105.82,0
highway,18710,2,rainy,8,89,1.74,low,112.07,0
urban,24217,2,rainy,9,86,1.01,low,118.85,0
highway,15909,2,cold,22,46,3.75,medium,107.06,1
mountain,25041,4,dry,9,45,1.11,low,104.59,0
mountain,10477,2,cold,37,60,0.81,low,103.05,0
mountain,23210,2,dry,34,89,1.79,medium,120.08,1
highway,10672,4,cold,32,43,2.91,medium,93.87,0
urban,11895,3,cold,26,86,1.35,high,96.74,0
mountain,19724,4,rainy,14,88,2.86,low,103.06,0
mountain,13823,3,cold,12,84,3.12,low,102.06,0
mountain,12218,3,dry,8,76,1.09,high,98.34,0
urban,15031,3,dry,34,51,2.26,medium,100.08,0
highway,25765,3,cold,37,81,1.92,low,110.27,0
highway,10208,4,rainy,21,47,3.77,low,93.57,0
urban,22198,2,dry,15,78,1.75,medium,116.09,1
mountain,24482,3,rainy,5,63,1.34,low,110.0,0
highway,17723,4,rainy,16,61,1.39,medium,98.76,0
urban,12053,3,rainy,23,54,0.47,medium,97.55,0
mountain,21006,4,cold,15,89,2.94,low,103.91,0
highway,10524,3,rainy,25,74,3.45,low,97.1,0
highway,20811,2,rainy,20,63,2.55,low,113.83,0
highway,17311,3,cold,30,76,3.61,low,102.92,0
highway,18853,2,cold,14,57,3.68,low,111.06,0
mountain,25179,4,dry,10,60,0.29,low,105.29,0
urban,19987,3,cold,25,64,0.11,medium,104.59,0
highway,17152,4,dry,24,42,2.09,medium,97.76,0
mountain,21781,2,dry,17,74,2.44,high,115.44,1
highway,18491,3,rainy,38,59,1.64,low,103.34,0
highway,24793,4,cold,25,50,0.85,low,102.87,0
mountain,19945,3,rainy,22,40,0.91,medium,105.55,0
highway,24739,4,rainy,39,43,1.57,medium,102.77,0
urban,17034,4,cold,33,65,0.99,low,98.74,0
highway,20051,3,cold,33,58,2.45,medium,104.52,0
highway,21953,2,cold,9,75,3.83,low,115.58,0
highway,15907,2,dry,15,67,2.71,medium,107.79,1
urban,25129,2,cold,14,83,3.04,low,119.94,0
urban,22058,3,cold,19,86,3.69,low,107.11,0
urban,11001,2,cold,21,70,3.09,high,99.87,1
highway,12922,4,rainy,35,41,3.33,low,95.24,0
mountain,11003,4,cold,14,65,3.25,low,96.69,0
urban,16597,3,dry,20,42,0.95,low,100.81,0
urban,16387,2,dry,7,75,3.03,medium,108.59,1
highway,24910,4,rainy,33,47,0.5,low,102.94,0
urban,11392,3,dry,28,41,2.65,medium,96.55,0
urban,15639,3,dry,30,59,2.11,low,100.84,0
mountain,22072,3,cold,24,87,0.99,low,109.23,0
urban,22220,2,rainy,29,54,1.26,low,115.37,0
mountain,14239,4,cold,35,51,0.62,high,96.46,0
urban,25722,4,dry,17,83,3.13,medium,104.65,1
highway,17703,3,dry,27,50,2.78,low,102.16,0
mountain,12714,4,cold,38,66,3.08,low,98.16,0
highway,14631,4,cold,5,77,3.15,low,97.3,0
urban,20709,2,dry,19,76,3.63,low,114.21,0
urban,20749,4,rainy,26,78,3.34,low,101.48,0
highway,16467,4,rainy,17,60,3.07,low,97.95,0
mountain,21985,2,dry,33,71,3.38,medium,117.82,1
urban,19878,2,rainy,6,41,3.11,low,111.58,0
mountain,10398,2,cold,24,74,3.19,low,103.32,0
mountain,11711,4,dry,10,57,1.47,medium,96.75,0
mountain,17503,3,dry,36,68,2.06,medium,104.85,0
highway,21733,3,cold,24,73,1.81,low,106.39,0
urban,14654,3,rainy,19,88,1.7,low,101.02,0
highway,21511,2,dry,32,44,3.5,medium,114.13,1
mountain,20230,4,rainy,32,40,2.42,high,99.72,0
highway,12587,3,rainy,5,63,2.04,medium,98.08,0
highway,25657,4,rainy,34,52,3.34,low,103.63,0
highway,25872,3,dry,10,75,3.27,low,109.71,0
mountain,18525,3,cold,31,43,3.23,low,104.62,0
highway,19984,4,cold,9,85,1.91,low,101.03,0
urban,18366,2,cold,20,79,1.07,low,111.42,0
urban,21320,4,dry,10,72,2.7,low,101.36,0
mountain,20509,3,dry,10,69,0.77,medium,107.0,0
highway,10766,2,dry,13,64,3.55,high,99.21,1
mountain,22040,4,rainy,7,56,0.63,low,103.12,0
mountain,14877,4,cold,14,62,1.95,medium,98.99,1
urban,10371,4,cold,26,57,0.26,high,92.15,0
highway,19106,4,cold,33,66,0.3,medium,100.08,0
highway,23432,2,cold,13,78,2.4,high,115.6,1
highway,18278,4,dry,13,73,1.44,medium,99.54,0
highway,19608,2,cold,19,78,0.18,high,110.92,1
mountain,22522,2,dry,34,46,1.83,high,115.5,1
urban,21780,2,rainy,10,60,2.26,low,114.78,0
urban,13588,3,dry,16,80,2.19,low,99.76,0
highway,18001,4,dry,22,64,2.9,medium,99.14,0
mountain,20073,2,dry,22,78,0.57,high,113.54,1
highway,17505,2,dry,8,61,0.2,medium,109.44,1
mountain,23992,4,cold,13,64,0.36,high,102.75,0
urban,14091,2,dry,33,80,3.67,medium,106.31,0
mountain,23909,4,cold,38,45,3.67,low,104.31,0
urban,22422,3,cold,24,83,2.84,high,105.36,1
mountain,21051,2,cold,6,60,3.61,low,115.8,0
urban,19314,4,dry,21,79,2.19,low,100.55,0
mountain,13984,2,cold,22,46,1.15,medium,106.65,0
mountain,23180,3,dry,26,75,1.15,medium,109.71,1
mountain,10418,2,dry,29,62,0.75,low,102.94,0
highway,17951,2,cold,6,75,1.16,low,110.53,0
highway,21321,2,rainy,31,60,2.15,low,114.52,0
mountain,14236,3,dry,27,76,0.72,low,102.31,0
highway,16990,2,cold,19,85,2.0,high,107.92,1
mountain,11571,3,rainy,17,44,1.17,medium,98.66,0
mountain,23558,3,rainy,9,60,3.0,medium,109.17,1
highway,15243,4,cold,25,51,2.13,medium,96.94,0
urban,15380,4,rainy,24,41,1.93,low,96.61,0
urban,22290,4,cold,8,79,0.36,high,100.21,0
urban,21379,3,dry,39,60,0.72,medium,105.8,0
mountain,16019,2,dry,21,88,0.51,low,110.86,0
urban,23561,2,cold,28,81,1.89,low,118.11,0
mountain,19427,3,dry,21,70,3.04,low,106.3,0
highway,19544,2,dry,27,50,2.33,medium,111.84,1
urban,24021,2,rainy,12,42,2.81,medium,116.89,1
urban,17729,2,dry,23,88,1.34,low,111.03,0
highway,14337,2,dry,15,65,1.26,high,103.75,0
highway,23572,4,rainy,11,73,3.56,medium,102.82,0
highway,17271,4,dry,39,47,0.78,low,98.26,0
urban,22159,4,cold,5,66,2.56,medium,101.56,0
highway,15735,3,rainy,11,62,2.12,medium,100.76,0
highway,12066,4,cold,24,60,1.28,medium,95.3,0
urban,19604,2,cold,24,59,1.57,medium,112.22,1
mountain,20505,3,rainy,8,76,2.71,medium,107.25,0
mountain,17399,3,cold,6,61,1.78,high,102.03,0
highway,23250,2,cold,30,84,2.97,high,115.87,1
mountain,20451,2,rainy,38,43,3.28,low,114.85,0
mountain,25821,3,cold,12,66,0.39,low,111.34,0
urban,17112,3,dry,13,61,3.25,low,101.9,0
urban,20558,3,dry,19,79,3.55,medium,105.58,0
highway,18594,4,rainy,23,77,0.85,low,100.05,0
mountain,13303,4,cold,15,40,0.72,low,97.14,0
mountain,24544,2,dry,21,53,3.97,low,120.12,0
mountain,17953,4,rainy,33,45,2.04,low,100.52,0
highway,13784,4,dry,21,74,2.3,medium,96.89,0
mountain,15140,2,dry,19,45,0.11,low,108.01,0
highway,13766,4,rainy,24,72,3.4,medium,96.84,0
mountain,11982,2,rainy,31,78,3.36,low,105.56,0
mountain,23650,4,rainy,35,76,2.82,low,105.35,0
mountain,24181,2,cold,24,80,1.47,high,118.79,1
highway,24575,4,dry,30,56,0.35,medium,103.05,0
mountain,12883,4,dry,15,75,3.04,low,98.28,0
highway,20717,3,rainy,39,54,0.81,medium,105.01,0
urban,20754,3,rainy,16,48,3.44,low,104.46,0
mountain,23211,4,rainy,18,77,0.32,low,104.86,0
mountain,20073,3,cold,10,58,2.33,low,106.2,0
urban,25831,4,dry,16,52,0.98,medium,103.46,0
urban,19963,4,rainy,11,41,1.3,low,99.28,0
highway,24418,4,cold,17,74,2.02,medium,103.48,0
mountain,20233,3,rainy,36,51,2.02,low,106.44,0
mountain,21155,4,rainy,30,56,0.38,medium,102.91,0
mountain,20313,2,dry,30,69,1.97,medium,115.6,1
urban,13598,3,rainy,12,56,2.85,high,96.75,1
mountain,18570,3,dry,36,73,0.37,low,105.94,0
urban,24754,3,rainy,33,56,0.45,high,106.36,1
urban,20475,4,dry,10,60,3.59,low,100.35,0
mountain,12923,3,dry,9,47,3.64,high,97.78,1
urban,19703,4,rainy,30,77,3.45,high,98.84,1
highway,24621,3,rainy,9,78,3.64,low,108.77,0
highway,13108,3,cold,7,85,3.92,low,99.43,0
highway,12933,3,dry,22,40,0.44,high,95.71,0
highway,17840,2,rainy,5,41,0.45,medium,109.02,1
highway,20230,3,dry,22,66,2.27,medium,104.83,0
mountain,18593,4,dry,18,41,0.84,medium,100.53,0
mountain,21330,3,dry,29,52,2.55,low,107.29,0
highway,11110,3,dry,5,86,0.85,low,97.77,0
highway,19424,3,rainy,15,84,2.05,low,104.77,0
mountain,24123,2,dry,31,83,2.75,low,120.94,0
highway,17164,4,cold,25,87,0.5,high,97.58,0
urban,10839,2,cold,34,72,2.16,medium,101.94,0
mountain,23855,4,cold,29,40,2.92,high,101.94,1
highway,15168,2,rainy,28,77,0.33,low,107.46,0
mountain,17277,4,dry,27,77,2.29,high,99.28,0
mountain,15622,4,cold,9,42,3.48,low,98.58,0
highway,25306,4,dry,23,40,2.73,low,102.76,0
mountain,11583,2,dry,5,53,3.28,low,103.67,0
mountain,24410,4,dry,19,57,1.77,high,102.82,0
urban,25655,2,rainy,26,74,1.48,low,120.42,0
urban,16492,4,dry,33,43,3.94,low,97.52,0
mountain,19225,2,cold,21,51,3.3,low,113.39,1
mountain,16956,4,cold,14,55,1.71,high,98.01,0
urban,24789,3,rainy,28,43,2.92,high,105.8,1
mountain,21367,2,dry,33,89,0.94,low,117.76,0
mountain,12218,3,rainy,22,43,1.65,high,97.23,0
highway,20218,3,rainy,32,53,2.15,high,102.45,0
highway,13332,2,dry,9,61,2.22,low,104.24,0
mountain,18603,4,rainy,11,65,1.82,medium,101.39,0
mountain,25917,4,cold,18,40,2.49,medium,105.07,0
mountain,11293,2,cold,18,74,1.15,low,104.35,0
mountain,17305,2,rainy,21,68,0.75,medium,111.67,1
urban,18248,2,cold,38,47,2.16,low,110.26,0
mountain,17709,3,cold,10,52,2.57,medium,103.99,0
urban,18379,3,cold,17,77,0.5,low,103.65,0
urban,20783,3,cold,30,53,1.64,low,104.89,0
highway,16734,2,dry,30,72,3.75,medium,109.25,1
mountain,17811,3,rainy,32,62,1.23,low,104.8,0
urban,24723,4,dry,12,83,2.22,low,103.95,0
urban,21490,3,cold,26,67,1.54,high,103.98,0
mountain,18442,2,cold,34,84,3.03,low,113.92,1
mountain,19644,3,dry,39,58,3.95,low,106.28,0
mountain,18174,4,cold,7,65,0.91,high,99.06,0
mountain,21906,2,rainy,20,80,2.39,high,115.88,1
highway,17864,2,rainy,27,50,1.27,medium,109.74,1
mountain,17907,4,rainy,21,82,3.82,medium,101.79,0
mountain,24406,4,dry,32,50,0.4,medium,104.73,0
highway,16255,2,rainy,15,65,0.25,low,108.14,0
mountain,17001,2,rainy,21,61,1.93,low,111.01,0
urban,16552,3,dry,37,61,2.81,low,101.79,0
highway,13329,3,rainy,21,41,0.54,high,96.06,0
urban,17273,3,dry,28,85,1.11,medium,103.21,0
highway,19887,2,dry,8,63,2.97,low,112.5,0
highway,12453,2,rainy,33,86,0.79,medium,104.5,0
urban,16478,3,rainy,25,76,3.7,low,102.15,0
urban,21885,2,cold,13,61,1.65,high,112.99,1
mountain,16073,3,cold,9,53,1.86,medium,102.65,0
urban,24786,4,rainy,26,52,2.3,low,102.96,0
urban,10149,4,cold,16,82,0.3,low,94.86,0
urban,16819,2,cold,38,65,0.36,low,109.19,0
urban,10753,3,rainy,38,69,2.77,low,97.29,1
mountain,11308,4,rainy,27,71,2.59,medium,97.31,1
highway,16257,2,dry,26,65,1.68,medium,108.31,1
urban,23908,4,cold,5,83,2.93,high,101.34,1
highway,24775,3,cold,28,83,3.02,low,109.39,0
urban,15934,3,cold,22,52,3.39,high,98.69,1
highway,25753,3,rainy,31,76,3.87,high,107.97,1
urban,20551,2,rainy,13,52,1.91,medium,112.96,1
mountain,17553,3,cold,28,44,1.61,medium,103.81,0
urban,21692,2,cold,29,60,1.26,medium,114.95,1
highway,20767,3,rainy,34,57,3.7,low,105.1,0
highway,15391,2,dry,6,48,0.94,high,104.25,1
mountain,21434,2,cold,10,82,2.67,medium,117.22,0
highway,23719,2,cold,21,42,3.64,medium,116.64,1
urban,15685,2,dry,14,67,1.96,low,107.5,0
highway,23493,2,cold,22,78,1.48,low,117.82,0
mountain,22026,2,cold,28,74,0.32,medium,117.91,1
urban,25368,2,dry,15,65,2.24,low,119.53,0
urban,10779,4,cold,7,65,2.67,low,94.44,0
urban,23384,2,cold,28,41,2.1,low,116.29,0
highway,16310,2,rainy,7,51,2.34,high,105.53,1
mountain,10580,3,rainy,21,46,1.71,low,97.97,0
urban,23929,3,rainy,6,82,2.52,low,108.31,0
highway,25086,3,cold,15,81,2.96,high,107.37,1
highway,10978,2,dry,10,79,1.85,low,102.03,0
mountain,13066,2,cold,35,74,0.42,low,106.82,0
urban,23140,2,cold,29,79,1.17,medium,117.52,1
mountain,25720,3,rainy,37,73,3.3,high,109.91,1
mountain,14985,2,rainy,18,87,1.19,low,109.48,0
highway,20408,2,cold,38,55,2.63,low,113.28,0
urban,13918,4,dry,34,54,0.86,low,96.37,0
mountain,14234,2,cold,29,86,1.32,medium,108.67,0
highway,12810,2,rainy,8,57,1.36,low,103.41,0
highway,10018,2,dry,13,65,2.24,low,100.32,0
mountain,10149,4,dry,9,43,0.46,low,95.2,0
urban,10386,2,cold,25,61,3.26,medium,100.8,0
highway,13749,3,cold,32,65,2.61,low,99.54,0
mountain,10262,2,rainy,7,49,1.84,high,99.89,0
highway,16392,4,dry,15,74,0.42,low,98.43,0
highway,14504,4,cold,5,71,0.26,low,96.98,0
highway,11584,2,dry,30,49,3.99,medium,101.89,0
mountain,21051,4,dry,33,56,1.78,low,102.89,0
mountain,15808,4,cold,30,55,2.9,low,99.53,0
urban,25336,3,dry,24,69,1.04,low,109.23,0
highway,17602,4,dry,31,81,1.14,low,99.71,0
urban,11814,3,rainy,12,65,0.64,medium,97.62,0
highway,25303,4,rainy,19,46,3.71,low,102.94,0
highway,14661,3,dry,17,57,3.59,low,99.75,0
highway,12210,2,cold,17,58,2.35,medium,102.84,0
highway,13334,3,dry,23,81,0.85,medium,99.7,0
urban,15730,2,cold,6,83,2.48,medium,108.07,1
highway,10822,4,dry,30,45,2.13,low,94.01,1
urban,14217,2,cold,23,66,2.21,low,105.76,0
urban,13696,4,dry,25,53,1.99,medium,96.06,0
mountain,15019,4,cold,6,57,2.7,low,98.76,0
mountain,20918,4,rainy,21,44,0.98,low,102.15,0
highway,24348,3,dry,35,84,1.44,medium,109.18,1
highway,25022,3,dry,14,51,1.03,high,106.1,1
mountain,18367,2,dry,5,83,0.79,low,113.35,0
urban,19896,4,cold,27,56,0.38,low,100.08,0
mountain,20442,3,dry,32,60,1.93,low,106.92,0
urban,21878,2,dry,6,81,2.42,medium,115.68,1
highway,11972,2,rainy,37,89,0.17,high,102.08,0
highway,12321,3,cold,24,52,1.38,low,97.71,0
urban,12627,2,dry,35,86,3.02,high,102.75,1
urban,16537,4,dry,25,74,2.67,low,98.67,0
mountain,12030,3,rainy,10,67,2.7,low,99.86,0
mountain,23168,2,dry,33,58,1.09,low,118.78,0
mountain,12271,3,dry,36,89,2.24,medium,101.33,0
highway,11228,4,rainy,26,65,2.33,high,93.01,0
highway,17215,3,rainy,6,65,2.64,low,102.04,0
urban,16626,3,cold,30,53,2.36,low,101.43,0
urban,24155,4,cold,7,78,3.75,low,103.32,0
urban,25035,2,cold,23,87,3.05,low,120.12,0
highway,15387,4,dry,30,59,3.5,low,97.43,0
urban,23582,4,dry,29,60,2.69,medium,102.57,0
urban,24635,2,rainy,27,46,3.02,low,118.04,0
highway,25164,4,cold,12,82,1.86,high,102.19,0
highway,12184,2,dry,6,77,2.88,medium,103.4,0
mountain,13269,3,cold,35,78,0.28,medium,101.7,0
mountain,12558,4,cold,15,87,1.35,low,98.55,0
mountain,14192,3,cold,18,41,2.04,medium,100.74,0
mountain,19008,3,rainy,14,77,1.74,medium,106.13,0
mountain,14238,3,cold,15,59,3.95,low,101.45,0
highway,15495,3,cold,28,69,3.52,low,101.09,0
highway,22052,4,rainy,13,69,1.1,high,99.74,0
urban,23752,2,dry,31,49,1.99,low,117.12,0
urban,24894,2,dry,36,64,2.97,low,119.22,0
mountain,23684,2,cold,35,51,0.67,low,119.17,0
urban,24941,4,rainy,16,55,3.36,medium,103.03,0
mountain,21862,2,rainy,18,55,3.17,low,116.8,0
urban,17547,3,dry,25,66,2.05,medium,102.64,0
urban,15698,2,dry,7,40,2.09,high,104.33,1
mountain,15685,3,rainy,29,56,2.61,medium,102.75,0
mountain,25431,2,cold,12,66,0.85,low,121.61,0
highway,19073,2,dry,25,47,0.24,medium,111.1,1
highway,24204,3,dry,6,75,0.12,medium,108.26,1
highway,20650,3,dry,7,44,3.12,high,102.07,1
urban,19494,4,dry,15,74,0.49,low,100.37,0
urban,22109,3,cold,16,71,2.82,high,104.5,1
urban,25779,3,dry,39,77,1.95,low,110.15,0
mountain,18225,2,rainy,28,87,3.49,medium,113.68,1
mountain,10017,2,rainy,15,40,0.88,medium,101.35,0
urban,18297,2,rainy,9,48,1.54,high,107.93,1
highway,16696,3,dry,14,76,0.42,low,102.16,0
highway,21720,3,rainy,26,42,2.18,medium,105.17,0
mountain,20807,2,cold,17,54,0.81,low,115.42,0
mountain,11515,2,dry,14,40,1.87,low,103.2,0
highway,11241,4,dry,37,79,1.84,medium,95.74,0
mountain,13978,4,cold,14,65,2.95,high,96.55,1
highway,20584,3,cold,8,53,1.58,low,104.39,0
mountain,17408,4,dry,29,68,0.82,medium,101.04,0
urban,20262,3,rainy,22,65,0.96,low,104.81,0
mountain,16759,3,cold,9,82,3.71,low,104.38,0
urban,18726,3,rainy,15,41,2.54,low,102.47,0
urban,25042,4,rainy,31,54,2.94,medium,103.28,0
highway,11782,2,rainy,11,52,3.85,low,101.97,0
urban,24219,3,cold,26,42,2.18,medium,107.25,1
urban,18720,3,dry,8,54,3.72,high,100.88,1
mountain,20394,2,cold,27,57,0.54,medium,115.18,1
mountain,10079,4,rainy,17,86,2.21,low,96.99,0
highway,22822,4,cold,28,77,2.38,low,102.76,0
highway,18806,2,rainy,23,70,3.4,low,111.65,0
urban,15613,4,dry,10,43,1.66,low,96.63,0
mountain,10386,3,rainy,17,55,1.63,high,96.11,0
highway,11340,4,cold,16,85,3.17,high,93.73,1
highway,22377,3,rainy,17,81,2.17,low,107.14,0
mountain,15561,4,cold,16,81,0.84,low,100.21,0
highway,23915,4,cold,15,82,2.91,medium,103.45,0
mountain,24148,4,cold,30,40,2.2,medium,104.14,0
urban,24092,4,dry,21,89,2.34,medium,103.93,0
urban,15241,4,rainy,10,89,2.3,low,98.24,0
highway,12013,2,dry,10,54,1.37,low,102.33,0
urban,16711,4,dry,8,47,0.39,high,95.44,0
mountain,10591,2,rainy,12,65,2.3,medium,103.02,0
highway,11805,4,dry,16,79,3.05,medium,95.78,0
urban,16275,2,cold,35,45,3.99,low,107.67,0
urban,13538,4,dry,6,40,1.83,medium,95.15,0
urban,19292,2,rainy,39,61,1.28,low,112.14,0
highway,10261,3,rainy,6,71,2.43,low,96.48,0
highway,15536,2,dry,21,74,2.83,low,107.7,0
mountain,20908,2,dry,33,61,2.37,low,116.07,0
mountain,21020,2,cold,7,55,3.74,high,113.58,1
highway,17050,3,rainy,13,89,2.74,high,100.96,1
mountain,10940,3,dry,8,56,3.42,high,96.48,1
mountain,25365,2,rainy,15,82,0.51,medium,122.21,1
highway,12938,2,dry,30,74,2.47,low,104.58,0
urban,21149,3,cold,34,68,2.03,medium,105.85,0
urban,20936,2,dry,13,65,2.38,high,111.96,1
mountain,11317,4,dry,20,73,1.03,low,97.29,0
mountain,11402,4,cold,10,58,3.36,high,94.6,1
urban,16024,2,dry,24,55,0.59,low,107.59,0
urban,21520,4,cold,8,50,1.46,medium,100.57,0
highway,21891,3,rainy,20,49,3.21,low,105.5,0
highway,14063,2,cold,9,77,3.48,low,105.79,0
highway,15408,2,rainy,34,60,2.99,low,107.17,1
urban,23290,2,dry,5,43,2.27,low,115.91,0
mountain,19216,4,cold,6,40,2.6,medium,100.7,0
urban,24941,3,dry,32,68,1.99,low,108.98,0
highway,23693,2,dry,17,55,2.93,medium,117.07,1
mountain,24672,3,cold,6,44,0.95,high,107.41,1
highway,24897,2,dry,23,51,2.63,low,118.51,0
urban,16439,2,rainy,18,76,1.79,low,108.86,0
mountain,24968,4,cold,37,85,2.03,low,106.56,0
highway,15178,3,cold,31,42,1.02,low,99.79,0
highway,12632,2,cold,29,71,3.56,low,104.06,0
mountain,24055,2,dry,32,67,1.6,low,120.23,0
mountain,21473,3,cold,15,78,3.78,high,106.24,1
mountain,15392,3,dry,30,59,1.19,low,102.64,0
urban,18831,2,cold,22,68,0.5,low,111.59,0
highway,10224,2,cold,30,60,1.18,low,100.63,0
urban,22422,4,dry,35,49,2.51,low,101.5,0
urban,23097,2,rainy,14,61,0.76,medium,116.52,1
highway,10568,4,rainy,6,67,3.72,high,92.38,1
urban,16065,2,cold,6,84,0.16,low,108.53,0
highway,13131,3,rainy,19,42,2.83,low,97.91,0
highway,16843,4,dry,14,81,2.15,medium,98.98,0
urban,18072,4,rainy,29,68,0.22,low,99.45,0
highway,15361,2,dry,23,45,2.82,low,106.35,0
urban,22258,3,dry,6,40,1.76,medium,105.24,0
highway,18096,2,cold,5,59,2.03,low,110.06,0
highway,13150,2,cold,17,41,2.69,high,101.33,1
highway,17688,3,cold,20,54,1.24,high,100.2,0
highway,24717,4,dry,11,46,2.58,high,100.45,1
urban,13200,4,rainy,23,87,1.67,low,97.08,0
mountain,10318,3,cold,9,67,1.43,low,98.41,0
highway,14956,3,dry,17,85,0.94,medium,101.12,0
urban,23089,3,dry,25,41,0.32,medium,106.26,1
urban,12394,2,cold,35,75,1.41,low,104.02,0
highway,25354,2,cold,10,78,1.46,low,119.96,0
mountain,10159,2,dry,18,75,3.0,low,102.97,0
urban,12928,2,dry,8,56,2.44,medium,103.52,0
urban,17152,4,rainy,6,74,2.35,low,98.77,0
mountain,11287,2,dry,23,60,0.13,high,101.85,0
highway,24355,3,cold,33,84,0.2,low,109.15,0
mountain,18448,3,cold,27,85,2.51,high,104.18,1
urban,11309,2,dry,28,44,0.16,low,101.32,0
urban,25909,2,dry,13,82,2.72,high,118.86,1
urban,23712,4,rainy,5,42,0.5,high,99.58,0
urban,15733,2,dry,24,80,2.45,low,108.23,0
mountain,22065,4,rainy,22,68,0.43,low,103.84,0
highway,18573,4,dry,36,41,2.73,high,96.79,1
mountain,14594,4,cold,37,73,3.4,medium,99.6,0
highway,25944,4,dry,11,58,2.45,low,103.7,0
highway,15770,2,cold,36,67,2.6,low,107.93,0
highway,24956,3,dry,25,58,2.28,low,108.49,0
urban,23962,2,cold,17,88,3.76,medium,118.73,1
mountain,19765,2,rainy,19,72,0.44,low,114.87,0
highway,23519,4,cold,32,57,0.54,low,102.46,0
mountain,16016,4,rainy,20,77,2.51,low,100.39,0
highway,20298,4,cold,23,41,1.52,low,99.67,0
urban,19019,4,cold,23,50,0.7,low,99.23,0
mountain,14147,4,dry,8,46,2.05,low,97.8,0
urban,21897,3,cold,5,56,2.47,medium,105.56,0
highway,21182,2,rainy,20,80,1.62,low,114.98,0
urban,17412,4,cold,14,71,1.57,medium,98.93,0
highway,20631,2,rainy,15,50,0.75,low,113.01,0
urban,24576,3,dry,31,50,0.11,low,107.94,0
highway,15179,3,dry,21,88,3.82,low,101.48,0
highway,12787,3,dry,27,43,1.36,medium,97.78,0
mountain,11724,2,rainy,19,51,3.43,medium,103.98,0
highway,16694,4,rainy,34,80,0.16,high,97.14,0
mountain,22818,3,cold,26,87,1.82,low,109.88,0
highway,13443,2,cold,24,44,2.37,high,101.92,0
mountain,12031,4,dry,16,74,2.85,medium,97.72,0
urban,17185,3,rainy,15,41,1.9,low,101.19,0
highway,20071,2,cold,26,52,2.94,low,112.56,0
highway,21725,2,rainy,5,79,2.55,low,115.39,0
urban,10836,3,cold,28,69,0.23,medium,97.21,0
mountain,23859,4,cold,35,60,1.1,medium,104.84,0
highway,20017,3,dry,30,82,1.17,low,105.41,0
highway,15894,4,cold,23,69,1.97,low,98.04,0
mountain,15339,3,dry,7,58,3.96,low,102.21,0
mountain,19171,3,rainy,14,42,2.8,low,104.87,0
mountain,22687,3,dry,22,44,2.16,high,106.0,1
mountain,24911,3,cold,5,42,2.01,low,109.51,0
urban,24283,3,rainy,36,48,3.59,medium,107.7,1
mountain,10075,4,dry,27,53,3.77,high,93.82,1
mountain,24132,4,dry,26,70,3.75,low,105.27,0
urban,21895,4,dry,19,47,1.19,medium,100.85,0
